,Price,Manufacturer,Prod_year,Category,Leather_interior,Fuel_type,Engine_Volume,HasTurbo,Mileage,Cylinders,Gear_box_type,Drive_wheels,Doors,Wheel,Color,Airbags,aic_resid,bic_resid,r2a_resid,press_resid,cv_resid
11149,14113,TOYOTA,2013,Hatchback,No,Hybrid,1.5,0,149000,4.0,Variator,Front,4,Right-hand drive,Blue,6,-6312.958895091222,-3281.1645490029805,-6312.958895091222,-5688.606298271101,-5690.022914815185
7752,2822,VOLKSWAGEN,1993,Sedan,No,CNG,1.8,0,1000,4.0,Manual,Front,4,Left wheel,Silver,2,8822.826724675344,1733.4120941316398,8822.826724675344,12355.103664294817,8712.05425961914
17309,5800,MAZDA,2002,Universal,No,Petrol,2.3,0,177000,2.0,Automatic,Front,4,Right-hand drive,Black,6,5086.173065447545,4006.222798998174,5086.173065447545,11504.16147460742,7014.723820848731
9027,3500,MERCEDES-BENZ,1992,Sedan,No,CNG,2.3,0,220000,4.0,Manual,Rear,4,Right-hand drive,Black,2,3214.2214454732207,2334.2813198399963,3214.2214454732207,4877.452773339581,4634.921897889977
4037,10914,CHEVROLET,2014,Sedan,Yes,Petrol,1.8,0,26243,4.0,Automatic,Front,4,Left wheel,Silver,4,-1217.7600597712371,-7507.202078191767,-1217.7600597712371,-3130.8322904617526,-1208.4297279031161
13254,2038,MERCEDES-BENZ,2011,Jeep,Yes,Diesel,3.5,0,186542,6.0,Automatic,4x4,4,Left wheel,White,12,-17417.938404241835,-16853.976445966986,-17417.938404241835,-12243.56870483281,-17397.30355849684
4387,15367,HYUNDAI,2010,Minivan,Yes,Diesel,2.5,0,49140,4.0,Automatic,Front,4,Left wheel,Black,4,-6053.835257250354,-6102.846681787818,-6053.835257250354,-4361.308954913635,-5925.495471522227
18424,23521,BMW,2009,Sedan,Yes,Diesel,3.0,1,0,6.0,Tiptronic,Rear,4,Left wheel,Black,12,-6717.055782111165,-10056.93888891991,-6717.055782111165,-7695.704756577965,-6636.981630789662
12815,47042,AUDI,2016,Jeep,Yes,Petrol,2.0,0,67133,4.0,Automatic,4x4,4,Left wheel,Black,0,27486.395424861024,21906.097715550437,27486.395424861024,29858.027399140876,27189.975957874547
351,12388,BMW,2012,Jeep,Yes,Diesel,3.0,0,420794,6.0,Automatic,4x4,4,Left wheel,Black,12,-5815.817420656178,-6426.845671675339,-5815.817420656178,-2915.3929161899723,-6301.037239912046
6779,392,CADILLAC,2012,Jeep,Yes,Petrol,3.6,0,0,6.0,Automatic,4x4,4,Left wheel,Black,12,-12021.625598258306,-13665.793695064562,-12021.625598258306,-8438.788263069466,-11770.036695674142
14587,862,HYUNDAI,2016,Sedan,Yes,Petrol,1.8,0,113365,4.0,Automatic,Front,4,Left wheel,Black,12,-16123.506572749393,-13463.53644652121,-16123.506572749393,-20027.158656906802,-16501.654631991656
9380,12544,FORD,2014,Sedan,Yes,Petrol,1.6,0,91125,4.0,Automatic,Front,4,Left wheel,Grey,0,-9878.018289682332,-8712.302892670246,-9878.018289682332,-10621.14531512186,-10722.226987830956
2954,13799,FORD,2014,Sedan,No,Petrol,2.0,0,8640,4.0,Automatic,4x4,4,Left wheel,Silver,4,-2202.9090451138145,-5198.467926814996,-2202.9090451138145,-4790.178505050484,-2958.740674969289
8610,1490,LEXUS,2013,Jeep,Yes,Petrol,4.6,0,154115,8.0,Automatic,4x4,4,Left wheel,Black,0,-27969.864523560307,-27046.756774752263,-27969.864523560307,-27143.91544727236,-27719.069770844442
11433,32302,MERCEDES-BENZ,2014,Sedan,Yes,Diesel,5.5,0,101424,8.0,Automatic,4x4,4,Left wheel,Grey,12,8999.265977912903,3556.763526001425,8999.265977912903,9360.261887419038,10973.670897397766
10084,5645,TOYOTA,2005,Hatchback,No,Petrol,1.0,0,135000,4.0,Automatic,Front,4,Right-hand drive,White,2,-3263.642857900202,94.98261014817035,-3263.642857900202,-828.8089091000147,-3769.7148915483394
17501,7840,BMW,2000,Sedan,Yes,Petrol,2.0,0,0,4.0,Manual,Rear,4,Left wheel,Grey,4,3873.4818855423227,2463.7704574136114,3873.4818855423227,2198.444142971188,4260.254235310467
795,7213,NISSAN,2017,Sedan,Yes,Petrol,4.0,0,81757,6.0,Automatic,Rear,4,Left wheel,Red,12,-4733.947862017376,-14814.99462864317,-4733.947862017376,-2822.8670684089884,-2886.605633467516
341,12720,CHEVROLET,2011,Sedan,Yes,Petrol,1.8,0,135759,4.0,Automatic,Front,4,Left wheel,Grey,4,5127.087502224654,-1610.6005363924742,5127.087502224654,3104.5164092797786,5088.641683546347
16962,392,HYUNDAI,2011,Sedan,Yes,Hybrid,2.4,0,0,4.0,Automatic,Front,4,Left wheel,Silver,0,-15113.59529100091,-15176.274533558078,-15113.59529100091,-22659.90579888737,-13957.14594515519
18655,36401,HYUNDAI,2017,Jeep,Yes,Diesel,2.0,0,149608,4.0,Automatic,Front,4,Left wheel,Grey,4,2260.718437457137,6827.081008905243,2260.718437457137,8095.4116531917825,2269.697883375913
3649,15681,BMW,2004,Jeep,Yes,Petrol,4.4,0,224000,8.0,Tiptronic,4x4,4,Left wheel,Black,6,-10064.976893287905,-6274.766737223563,-10064.976893287905,-8181.786242954433,-9353.586467537181
5817,13172,BMW,2003,Jeep,Yes,Petrol,3.0,0,1000,6.0,Tiptronic,4x4,4,Left wheel,Grey,6,-6086.355101871632,-3386.3719495945224,-6086.355101871632,-2849.527242949698,-6299.494055226696
3230,706,SUBARU,2015,Sedan,Yes,Petrol,2.0,0,111285,4.0,Automatic,4x4,4,Left wheel,Black,0,-11584.145595570546,-23066.368437183133,-11584.145595570546,-19104.121911752503,-12126.203419672453
4333,18817,TOYOTA,2013,Hatchback,Yes,Hybrid,1.8,0,121000,4.0,Tiptronic,Front,4,Left wheel,Grey,8,-3813.8228112396464,-2310.9417871627993,-3813.8228112396464,-5397.49935309682,-3720.421440667371
3433,34635,HONDA,2019,Sedan,Yes,Petrol,2.0,0,2927,4.0,Automatic,Front,4,Left wheel,Grey,4,9755.06301760118,8819.862836852855,9755.06301760118,9824.92426612787,9990.282092552618
18645,26971,TOYOTA,2019,Sedan,Yes,Petrol,3.5,0,18555,6.0,Automatic,4x4,4,Left wheel,Black,12,4149.333200118599,3656.6022983820476,4149.333200118599,1758.7691353172995,4380.295227177361
11758,22843,SSANGYONG,2012,Jeep,Yes,Diesel,2.0,0,141641,4.0,Automatic,Front,4,Left wheel,White,4,-6287.9967426646435,86.75024523739194,-6287.9967426646435,-5721.846699102316,-6178.737384512104
13857,11886,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,0,113660,4.0,Automatic,Front,4,Left wheel,Grey,4,-4217.689452283663,-1868.3346877692456,-4217.689452283663,-7316.981950141955,-4811.017812672086
16155,8467,HONDA,2005,Hatchback,No,Petrol,1.3,0,224476,4.0,Automatic,Front,4,Right-hand drive,Silver,3,3334.917909909407,2905.4255029887527,3334.917909909407,5300.482721512206,3702.241053046152
10210,23521,NISSAN,2010,Jeep,Yes,Petrol,4.0,0,168000,6.0,Tiptronic,4x4,4,Left wheel,Silver,12,7229.50287778713,-346.3881289231249,7229.50287778713,11219.885038166773,8776.812106550125
4475,8938,TOYOTA,2014,Sedan,Yes,Petrol,2.5,0,53310,4.0,Automatic,Front,4,Left wheel,Black,12,-5613.250374049232,-4677.399222169655,-5613.250374049232,-4406.995671117213,-5200.76235822753
6490,19130,VOLKSWAGEN,2014,Sedan,Yes,Petrol,1.8,1,107200,6.0,Tiptronic,Front,4,Left wheel,Carnelian red,8,-13517.558353441847,-14733.53017413392,-13517.558353441847,-20757.896500876173,-15037.794370642594
14370,37633,MERCEDES-BENZ,2011,Jeep,Yes,Petrol,4.6,0,88000,8.0,Automatic,4x4,4,Left wheel,Black,10,13548.446427328749,20351.727577534868,13548.446427328749,15214.697841200978,14215.034288283932
9680,24148,TOYOTA,2014,Hatchback,No,Hybrid,1.8,0,139200,4.0,Variator,Front,4,Left wheel,Silver,6,1698.9387982451808,4525.902830795745,1698.9387982451808,720.6411418216303,1760.298950617711
17830,7997,LEXUS,2008,Jeep,Yes,Hybrid,3.5,0,244731,6.0,Automatic,Front,4,Left wheel,Black,12,2982.167213046526,3583.96483011857,2982.167213046526,3142.9547883030027,3224.7089107920538
5022,1333,FORD,2010,Sedan,Yes,Petrol,2.5,0,114963,4.0,Automatic,Front,4,Left wheel,Black,12,-6033.134554726618,-6828.2638331039325,-6033.134554726618,-5893.5340795507655,-5717.408472921951
2334,18503,MITSUBISHI,1997,Jeep,No,Diesel,2.8,1,155000,4.0,Tiptronic,4x4,2,Right-hand drive,Silver,2,-2253.0741580878275,-6664.683530853792,-2253.0741580878275,1098.9377330550924,-339.95825028426407
12636,20,HONDA,2005,Hatchback,No,Petrol,1.3,0,187000,4.0,Automatic,Front,4,Right-hand drive,Silver,4,-4234.20322812203,-4688.73283123582,-4234.20322812203,-2153.7976916534826,-3892.4486719835677
14919,11604,FORD,2008,Microbus,No,Diesel,2.2,1,89775,4.0,Manual,Front,2,Left wheel,Red,2,-20311.162178597577,-20917.863351271284,-20311.162178597577,-14116.359046233352,-19922.915410308233
16092,10663,TOYOTA,2016,Jeep,Yes,Hybrid,3.5,0,109344,6.0,Automatic,4x4,4,Left wheel,White,12,-8836.832097409017,-4658.30594801287,-8836.832097409017,-8128.3632490625605,-8343.634869813533
5572,30351,HYUNDAI,2014,Jeep,Yes,Diesel,2.0,0,134750,4.0,Automatic,Front,4,Left wheel,Grey,4,749.5659994530251,4867.682550704532,749.5659994530251,6596.7148515251465,710.7692948253716
18609,10036,FORD,2012,Hatchback,No,Petrol,1.6,0,107200,4.0,Automatic,Front,4,Left wheel,Black,12,-571.4857182068081,1740.864791167738,-571.4857182068081,258.3977523702197,-1322.1744292716212
16427,83107,MERCEDES-BENZ,2017,Jeep,Yes,Petrol,3.5,0,13500,6.0,Tiptronic,4x4,4,Left wheel,Black,12,45169.55927637464,51135.53956176994,45169.55927637464,47395.106009576935,45547.74421876335
2235,37633,BMW,2010,Sedan,Yes,Petrol,4.4,1,111000,8.0,Automatic,4x4,4,Left wheel,Black,12,16241.760153416162,16527.646277076474,16241.760153416162,11075.618785937317,17099.991361369466
14515,15681,HYUNDAI,2016,Sedan,Yes,LPG,2.0,0,246839,4.0,Automatic,Front,4,Left wheel,Silver,4,-3293.916579852379,-2676.130244425087,-3293.916579852379,-10985.532782105729,-3247.9283763216954
11736,35168,TOYOTA,2015,Universal,Yes,Hybrid,1.5,0,31040,4.0,Automatic,Front,4,Left wheel,Black,4,10533.89829521786,20150.153059282442,10533.89829521786,12364.146568098571,9438.471751545541
9072,10976,TOYOTA,2008,Hatchback,No,Hybrid,1.5,0,100914,4.0,Automatic,Front,4,Left wheel,Sky blue,12,10927.06092827818,12325.623316350871,10927.06092827818,9757.904088377487,10262.775083352095
10605,42337,BMW,2008,Jeep,Yes,Petrol,3.0,1,160350,6.0,Tiptronic,4x4,4,Left wheel,Black,16,14775.346557488327,20019.811143928688,14775.346557488327,16608.274656869937,14679.397796482812
1838,15530,HYUNDAI,2016,Sedan,Yes,LPG,2.0,0,290850,4.0,Automatic,Front,4,Left wheel,Silver,4,-3444.916579852379,-2827.130244425087,-3444.916579852379,-11136.532782105729,-3398.9283763216954
14733,188,TOYOTA,2011,Hatchback,Yes,Hybrid,1.8,0,197328,4.0,Automatic,Front,4,Left wheel,White,12,-4909.93975304934,-3417.376998383263,-4909.93975304934,-6736.128055497073,-5016.2963280969025
12926,125,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,3.5,0,223472,6.0,Automatic,4x4,4,Left wheel,Black,12,-12643.90761734364,-18766.976445966986,-12643.90761734364,-16026.133122120053,-12646.18908265893
16501,2430,LEXUS,2009,Jeep,Yes,Petrol,4.7,0,264339,8.0,Automatic,4x4,4,Left wheel,Black,0,-21148.118814009667,-20940.75430999816,-21148.118814009667,-20135.51118282834,-20790.974555578803
10301,15681,TOYOTA,2012,Sedan,No,Petrol,1.8,0,139200,4.0,Variator,Front,4,Left wheel,White,12,-2198.9954358430405,0.5303081753718288,-2198.9954358430405,949.3426428614184,-3042.1864106089524
210,30063,HYUNDAI,2014,Jeep,Yes,Diesel,2.0,0,120000,4.0,Automatic,Front,4,Left wheel,White,4,461.56599945302514,4579.682550704532,461.56599945302514,6135.851197929587,422.7692948253716
2439,22266,MITSUBISHI,2014,Jeep,No,Petrol,2.0,0,77000,4.0,Tiptronic,4x4,4,Left wheel,Black,10,-4717.768064838772,-2998.5483633073964,-4717.768064838772,-6193.8092442085035,-5283.416162025489
16858,27755,KIA,2016,Sedan,Yes,Diesel,1.7,0,31965,4.0,Automatic,Front,4,Left wheel,White,4,10645.014934918912,409.01362910652097,10645.014934918912,11052.670492651872,9850.419982976266
13520,7527,BMW,1999,Sedan,No,LPG,2.8,0,25000,6.0,Manual,Rear,4,Left wheel,Black,6,8248.545399590308,6282.329618660745,8248.545399590308,-453.0395869994536,8336.038436006038
878,2666,FORD,2015,Sedan,Yes,Hybrid,2.0,0,100747,4.0,Automatic,Front,4,Left wheel,Green,0,-16479.153708748447,-17203.87822537734,-16479.153708748447,-21754.124068808742,-16340.137824249116
4193,10349,SUZUKI,2000,Jeep,No,Petrol,2.5,0,182000,6.0,Automatic,4x4,4,Left wheel,Black,2,2818.6181916476053,7294.657981806095,2818.6181916476053,673.8035797025077,2176.067730650406
1114,42764,HYUNDAI,2016,Universal,Yes,Diesel,2.5,0,110969,4.0,Automatic,Front,4,Left wheel,Black,4,7256.043640002004,13112.950234613596,7256.043640002004,13933.084648420103,7761.463308983941
18346,20385,HYUNDAI,2015,Sedan,No,Petrol,2.4,0,102400,6.0,Automatic,Front,4,Left wheel,Black,6,-3969.094843095434,577.1498602229694,-3969.094843095434,-8741.971010667738,-4661.561086491001
5306,3000,OPEL,1996,Universal,No,CNG,1.6,0,600000,4.0,Manual,Front,4,Left wheel,Blue,2,-11527.843460620636,-1602.9235990444204,-11527.843460620636,1828.3452627384104,-12129.159932943598
3425,18189,HYUNDAI,2013,Sedan,No,Petrol,1.8,0,115200,4.0,Tiptronic,Front,4,Left wheel,Grey,6,-10520.401418217014,-8547.115330519446,-10520.401418217014,-12037.765416189563,-10727.281275420868
14741,14069,TOYOTA,2012,Hatchback,Yes,Petrol,1.5,0,111000,4.0,Automatic,Front,4,Left wheel,Yellow,4,-4524.784644172865,-760.735610724063,-4524.784644172865,-3443.5618621646427,-5207.915299073808
9966,32929,TOYOTA,2001,Jeep,No,Diesel,4.2,1,30300,6.0,Manual,4x4,4,Left wheel,White,4,4610.0816799410095,5894.8984249122805,4610.0816799410095,12503.292471597902,6705.488069983821
13684,17264,HONDA,2013,Hatchback,Yes,Petrol,1.3,0,52320,4.0,Automatic,Front,4,Left wheel,Silver,4,906.2032732222688,1646.9963906327393,906.2032732222688,1678.485161385499,287.7065667342249
9537,15850,SSANGYONG,2011,Jeep,Yes,Diesel,2.0,0,190538,4.0,Automatic,Front,4,Left wheel,Silver,4,-11768.04755533268,-5542.715907496178,-11768.04755533268,-10902.927480804734,-11674.713580695461
2117,627,LEXUS,2012,Hatchback,Yes,Hybrid,1.8,0,192683,4.0,Automatic,Front,4,Left wheel,White,0,-10548.231516401112,-14576.01083495482,-10548.231516401112,-16056.790237852838,-10944.644868502055
8083,3136,TOYOTA,2012,Sedan,Yes,Hybrid,2.5,0,159379,4.0,Automatic,Front,4,Left wheel,White,12,-2919.3340720106144,-3849.8413158310013,-2919.3340720106144,-5305.229121608194,-2251.6017831966938
10071,27190,CHEVROLET,2014,Sedan,Yes,Petrol,2.0,0,57870,4.0,Automatic,Front,4,Left wheel,White,4,14718.137860674346,8192.532073185004,14718.137860674346,12850.349557351321,15067.570272096884
15690,15994,BMW,2015,Jeep,Yes,Petrol,3.0,0,204461,6.0,Automatic,4x4,4,Left wheel,White,0,-15691.54928601444,-10659.697680299287,-15691.54928601444,-13903.766739245504,-15625.804945788768
17727,36219,HYUNDAI,2014,Jeep,Yes,Petrol,2.0,0,102000,4.0,Automatic,Front,4,Left wheel,Grey,4,8209.228039713405,17221.532073185004,8209.228039713405,12464.714851525147,8366.796300041009
3125,6899,CHEVROLET,2010,Sedan,Yes,Petrol,1.8,0,150001,4.0,Automatic,Front,4,Left wheel,Silver,4,819.0366895566158,-6068.066689126044,819.0366895566158,-1077.428026017733,764.6654873625239
12930,18900,TOYOTA,2011,Hatchback,Yes,Hybrid,1.8,0,89900,4.0,Automatic,Front,4,Left wheel,Beige,8,10290.544799076408,11883.256338515028,10290.544799076408,7267.658516958822,10286.462572021976
2624,13172,HONDA,2005,Jeep,No,Petrol,2.4,0,150000,4.0,Automatic,4x4,4,Left wheel,Black,4,5694.914650044732,5293.805001336415,5694.914650044732,8042.045084942598,5920.746083124993
9329,1098,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,0,398069,4.0,Automatic,Front,4,Left wheel,Black,12,-7983.232446674541,-8614.909010363861,-7983.232446674541,-12246.995671117213,-7283.649390829512
3545,549,FORD,2016,Sedan,Yes,Petrol,2.0,0,50195,4.0,Automatic,Front,4,Left wheel,Grey,12,-15044.574479832343,-14352.802295144438,-15044.574479832343,-13737.712405334227,-15483.551295820409
16153,23138,SSANGYONG,2013,Jeep,Yes,Diesel,2.0,0,77917,4.0,Automatic,Front,4,Left wheel,Black,4,-7505.945929996607,-981.7836020290379,-7505.945929996607,-8813.512182500679,-7380.761188328277
18641,16960,TOYOTA,2015,Hatchback,Yes,Petrol,1.5,0,82000,4.0,Automatic,Front,4,Left wheel,White,4,-6172.632206168757,-1960.3371525233524,-6172.632206168757,-3974.289014614187,-6807.986710522804
15354,15681,MERCEDES-BENZ,2006,Sedan,Yes,Petrol,2.5,0,225000,6.0,Manual,Rear,4,Left wheel,Black,8,789.2739913038149,4094.2694153586635,789.2739913038149,-3781.283112292178,218.99378139785586
3050,18000,NISSAN,2016,Jeep,Yes,Petrol,2.0,0,22000,4.0,Automatic,4x4,4,Right-hand drive,Red,8,6109.740384320796,-313.16895824614767,6109.740384320796,10583.86016730545,6947.987528071839
6746,15500,MERCEDES-BENZ,2004,Sedan,Yes,CNG,3.2,0,315994,4.0,Automatic,4x4,4,Left wheel,Silver,8,10263.866329476743,5963.964305992275,10263.866329476743,12443.808425805531,11251.565631523363
5456,12544,NISSAN,2004,Jeep,No,CNG,3.3,0,999999999,6.0,Tiptronic,4x4,4,Left wheel,Black,8,-1233.0882910793534,-8664.299049464302,-1233.0882910793534,3693.3644821653143,-1028.552596793239
3651,24433,HYUNDAI,2014,Minivan,Yes,Diesel,2.5,0,128000,4.0,Automatic,Front,4,Left wheel,Grey,4,-3039.632006578202,-2490.982070853541,-3039.632006578202,678.7148515251465,-2847.5906867878657
1182,44608,HYUNDAI,2016,Sedan,Yes,Petrol,2.0,0,63687,4.0,Automatic,Front,4,Left wheel,Grey,4,20259.360451947676,22883.464378652145,20259.360451947676,17819.512719302904,20425.8631682461
17470,18189,TOYOTA,2014,Sedan,No,Petrol,2.5,0,120000,4.0,Tiptronic,Front,4,Left wheel,Grey,10,-9113.477333638479,-8516.212984865473,-9113.477333638479,-5074.027281396557,-8584.219313224618
2512,15681,BMW,2005,Jeep,Yes,Petrol,4.4,0,7789999,6.0,Automatic,Rear,4,Left wheel,Brown,0,-6003.078420606842,-1371.2201479975956,-6003.078420606842,-2134.899494778365,-3438.768901822579
7015,12544,DODGE,2010,Universal,No,Petrol,2.0,0,135000,4.0,Variator,Front,4,Left wheel,Silver,6,-4691.310344188554,-6102.717840567555,-4691.310344188554,2137.6210579099134,-6010.965755311263
15694,16869,TOYOTA,2012,Hatchback,Yes,Petrol,1.5,0,157000,4.0,Automatic,Front,4,Left wheel,Black,4,-1724.7846441728652,2039.264389275937,-1724.7846441728652,-1383.5502335685305,-2407.9152990738075
18008,14586,TOYOTA,2013,Hatchback,Yes,Petrol,1.5,0,106500,4.0,Automatic,Front,4,Left wheel,Blue,4,-5520.733831504829,-1607.2694579904928,-5520.733831504829,-1702.391890338622,-6187.9391028899845
7203,22110,SUBARU,2015,Hatchback,Yes,Petrol,2.0,1,61230,4.0,Automatic,4x4,4,Left wheel,Red,10,7335.389853638069,-603.5161073277632,7335.389853638069,6811.796843543649,7263.089102402486
6660,11290,VOLKSWAGEN,2006,Sedan,Yes,Petrol,2.5,0,288000,5.0,Manual,Front,4,Left wheel,Black,6,2888.794558616408,-2002.4139161921903,2888.794558616408,283.2866870658472,3496.2180320009484
6114,16879,CHEVROLET,2014,Sedan,Yes,Petrol,1.8,0,81819,4.0,Automatic,Front,4,Left wheel,White,4,4747.239940228763,-1542.2020781917672,4747.239940228763,2539.349557351321,4756.570272096884
11325,19384,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,0,127983,4.0,Automatic,Front,4,Left wheel,Grey,4,3280.310547716337,5629.665312230754,3280.310547716337,181.01804985804483,2686.9821873279143
9731,15400,HYUNDAI,2013,Sedan,Yes,Petrol,2.0,1,107000,4.0,Tiptronic,Front,4,Left wheel,Silver,8,-21411.08679750016,-17676.262175490723,-21411.08679750016,-23208.96627515694,-21035.752604391324
16016,6586,BMW,1996,Coupe,No,Petrol,2.0,0,357806,6.0,Manual,Rear,2,Left wheel,Blue,2,5158.261867859868,4958.222514928478,5158.261867859868,2924.733565068338,4081.2039648458435
2814,18189,VOLKSWAGEN,2014,Sedan,Yes,Petrol,1.8,1,65600,4.0,Automatic,Front,4,Left wheel,Black,8,-869.131070586358,-4290.3997429889605,-869.131070586358,-3908.901330341585,-982.8893570922228
8413,1882,TOYOTA,2009,Sedan,Yes,Hybrid,1.5,0,142426,4.0,Automatic,Front,4,Left wheel,White,12,2066.02388775738,1868.0894690844411,2066.02388775738,-2007.92592327483,985.4696282527684
1527,549,TOYOTA,2013,Sedan,Yes,Hybrid,1.8,0,298248,4.0,Automatic,Front,4,Left wheel,White,12,-5828.925980902103,-5783.444692916126,-5828.925980902103,-9409.33018771885,-6335.625587012871
10933,35808,TOYOTA,2017,Hatchback,Yes,Petrol,1.5,0,37490,4.0,Automatic,Front,4,Left wheel,Black,4,9649.469419167315,14160.595152943788,9649.469419167315,9969.944435876328,9045.965681844376
1664,15063,HYUNDAI,2010,Minivan,Yes,Diesel,2.5,0,52717,4.0,Automatic,Front,4,Left wheel,Black,4,-6357.835257250354,-6406.846681787818,-6357.835257250354,-4665.308954913635,-6229.495471522227
7975,314,TOYOTA,2011,Hatchback,Yes,Hybrid,1.8,0,371813,4.0,Automatic,Front,4,Left wheel,Silver,0,-15318.486096672097,-13525.476987688387,-15318.486096672097,-18227.94494532002,-15118.019627740268
2856,8000,TOYOTA,2014,Hatchback,No,Hybrid,1.5,0,122000,4.0,Automatic,Front,4,Right-hand drive,White,6,-6393.907367524975,-3948.6297619002744,-6393.907367524975,-8156.840156761929,-5721.57505861712
3268,11000,TOYOTA,2015,Hatchback,No,Hybrid,1.8,0,123000,4.0,Automatic,Front,4,Right-hand drive,White,6,-5417.009674188572,-3176.562382101549,-5417.009674188572,-6673.941222873051,-4218.598862433297
5071,17249,HYUNDAI,2011,Sedan,No,Hybrid,2.4,0,153321,4.0,Tiptronic,Front,4,Left wheel,Silver,8,-2229.0336309045306,-2880.671638499629,-2229.0336309045306,-7836.169611707795,-1211.5001504494721
7897,24148,FORD,2010,Jeep,Yes,Hybrid,2.5,0,160000,4.0,Variator,4x4,4,Left wheel,Black,6,6341.3766548434,7963.107749680161,6341.3766548434,4191.586199770682,6597.501921782779
14779,11604,HYUNDAI,2014,Sedan,Yes,LPG,2.0,0,330659,4.0,Automatic,Front,4,Left wheel,Silver,4,-4345.0182051884585,-4026.0625498922273,-4345.0182051884585,-12028.330649883486,-4330.880768688876
8620,83107,LAND ROVER,2016,Jeep,Yes,Diesel,3.0,1,83000,6.0,Tiptronic,4x4,4,Left wheel,Brown,12,17778.865661994947,39984.32418021508,17778.865661994947,16842.83242311189,17956.36366017667
15932,12544,NISSAN,2011,Jeep,Yes,Petrol,2.5,0,57000,4.0,Automatic,Front,4,Left wheel,White,8,3779.433166291452,-392.1643434720718,3779.433166291452,9199.971807179507,4790.207003422647
